ulasan,rating
"Katanya membebaskan pelanggan untuk menurunkan daya krn itu emg hak pelanggan, dari website di alihkan ke mobile, tp di mobile nya cm ada menu nambah daya, ga ada turun daya, wkwkwk",2
Ko jd berat aplikasinya & lemot knp ya transaksi jd ga langsung berhasil,2
Aplikasinya lemot,2
"Sebaiknya dalam membeli token, langsung bisa tersambung dgn bank yg akan dibayar, tdk perlu mencatat nomor banknya baru ditansfer lewat atm atau buka diaplikasi mobile bank, karena kalau sistem seperti itu pasti biaya adminya jadi lebih besar, krn dua kali biaya admin beli token dan kirim pembayaran. Mksh",2
"Sya sdh melakukan isi ulang pembelian token tp nmr yg sy masukan selalu ggl,padahal Bru beli token gmn ini g beres",2
Min tolong dong diperbaiki sy mengajukan daya status sdh berubah pelaksanaan penyambungan tapi teknisinya gak ada yang datang.,2
"Pengaduan Pemadaman Listrik Tidak Terlayani, secara Baik dan Benar (Applikasi perlu di lakukan Ujicoba) Hanya bisa (normal) buat beli token dan pembayaran, tp yg sifatnya Pemanfaatan Pelayanan tidak membuahkan hasil yg memuaskan",2
Tadinya kasih bintang 5 Pertama bagus pelayanany. Kita laporan pengaduan langsung ditangani. Kenapa sekarang2 kita buat laporan listrik padam malah laporan kita malah dibatalkan sama petugasnya. Kan kita tidak bisa tracking sejauh mana perbaikannya. Tolong ditindak petugas nya.,2
"Respon kurang baik n masih bermasalah Pelaporan yang sdh ada belum selesai di tindak lanjuti ,Saat dihubungi lg malah minta pelaporan baru. Tolong diperbaiki kualitas n tindak lanjut yang lebih baik.",2
Kalau ada keluhan lama....... Responnya,2
"Aplikasi masih bagus yang dulu,, sekali pengaduan langsung direspon. Untuk yg sekarang membuat laporan gangguan 6x selalu dibatalkan. Apakah ada yg salah??",2
Aplikasi ini sangat lemot,2
"Jeda antara pembayaran dan perubahan notifikasi dari tagihan belum dibayar ke tidak ada tagihan sangat lama, jd bisa mengakibatkan pembayaran dobel kalau tidak di catat",2
"ini gmn sih aplikasi, sudah punya akun. mau masuk lagi tapi muter muter disitu terus, verifikasi berulang ulang, otp hingga batasnya tapi gak bisa masuk masuk ke aplikasi menu. tolong donk dimudahkan cara masuknya",2
Permasalahan blm terselesaikan. Mohon cepattt. Keburu mati,2
"Saya membeli barang dari aplikasi ini dari tanggal 07 mei 2023 sekarang sudah 1 bulan lebih, barangnya tidak sampai di tangan saya. Ketika saya bertanya kepada seller, respon seller selalu sama dia mengatakan bahwa akan segera di proses akan tetapi tidak ada perkembaa. Ketika saya berkomplain ke email pln, responnya cukup lama dan bilang bahwa seller sudah kirim barang saya. Saya hanya ingin uang saya di refund kembali, saya tdk membutuhkan barang tersebut lagi. Mohon bantuannya",2
Selalu gagal memuat lokasi. Padahal sinyal kuat aplikasi nya ga maximal padahal harusnya aplikasi ini jadi sarana pemudah antara konsumen sama pln nya ini malah jadi susah belibet banget penggunaanya. Mentok di maps ga bisa lanjut ke tahap selanjutnya untuk melakukan pengaduan. Tolong dong di perbaiki !,2
Aplikasinya ini masih kurang masih lemot aplikasi layanan masyarakat kok lemot tolong segera diperbaiki dan sinyalnya juga tolong diperbaiki,2
Maaf saya kasih bintang 2 karna saya tidak menemukan fitur chat dengan CS yang bisa memudahkan tanya jawab pelanggan,2
riwayat status pengaduan kurang detail,2
Kenapa aplikasi PLN saya sdah tdk bisa live chat ya?,2
"Aplikasi kurang membantu ..udah selesai pendaftaran, udah selesai pembayaran, malah dikembalikan lagi uang pembayaran alasan kelebihan kuota di trafo Jadi kasih bintang 2 aja deh",2
"tidak bisa connet iconcash, dan iconcash nya pun sulit untuk di aktivasi. Kenapa tidak langsung dari pihak pln nya sendiri malah ke pihak ketiga lagi.",2
Baru di coba apa bagus,2
lama di tanggapi,2
"Kasih bintang 2 aja, abis kesel banget sama iconnet bentar2 mati. Mending sebentar kadang seharian nggak bener2. Pelayananya sangat buruk. Beda jauh sama indihome klu ada gangguan langsung dateng teknisinya.",2
Aplikasi yang buruk,2
"Slow respon, lebih cepat telpon langsung",2
"Utamakan pelayanan pelanggan, salah satunya pengaduan gangguan. Kenapa pengaduan bisa dibatalkan pelanggan (Pelanggan yang mana), padahal bukan kita yg membatalkan, apakah bisa dibatalkan dari pihak lain, klu memang alasan alamat tidak lengkap, Gps titik kordinatnya ada, nmr telp juga tertera. Mohon aplikasi dan pelayanan petugas di perbaiki",2
"Bintangnya tak kurangi,kemarin beli token gagal transaksi saldonya dipotong, Gimana?",2
terlalu lemout sekali pas waktu ngecek,2
"Vendor pemasangan Instalasi atas nama PT Manggala Indo Perkasa sangat tidak profesional. Biaya instalasi (di luar biaya penyambungan) sampai Rp. 991.230, namun vendor ini tidak bekerja apa-apa. Pasang MCB pun harus kita sendiri. Mereka cuma datang, cek pergi. Mending PLN take down aja mereka dari vendor.",2
Gak bisa aktivasi,2
"aplikasinya masih prematur, tidak bisa mengajukan pengaduan langsung, sdh melakukan pengaduan lewat (kode area)123 dan dikasih nomor pengaduan, tapi dicek diaplikasi, nomor tersebut tidak ada",2
"luar biasa, diinstall di android dan emulator ga jalan semua",2
"blm optimal karena per hari ni aja arus mati tanpa adanya pemberitahuan jadi tertunda untuk beraktivitas karena komputer mati, terimakasih",2
Disuruh undang Eh tapi Gak bisa masuk pakai kode referral Mau nya apa? Coba deh masukin kode referralnya XPDQDE BISA GAK,2
penanganannya tdk total..mati berulang. dlm 30 hari terakhir padam 7kali dgn case yg sama.,2
aplikasi ini sangat membantu. terimakasih PLN mobile,2
"Mau pasang baru, pas mau pilih jasa material penyambungan di mitra PLN kosong semua, gimana doongg!!!",2
"Untuk wilayah Garut cakupan pln malangbong cibatu kersamanah sering terjadi pemadaman listrik yg cukup lama 3 samapi 6 jam, hampir 1bln 4 kali pemadaman, mohon di perbaiki sistem kerja lapanganya.",2
Sanger membantu,2
mau beli token koq eror terus dari tadi,2
"kayaknya performanya turun nih ,lebih susah konek sama aplikasi pembayaran lainya..",2
"Layanan 123 sibuk terus, trus mo aduin token hrs gmna???",2
Ga jelas bgt udh bayar status masih menunggu pembayaran aja lama banget lg sejam,2
"biasanya lancar,tapi kemarin saya isi token,saldo sudah berkurang tapi statusnya menunggu pembayaran,mohon diproses dan di fix",2
proses pembelian lewat aplikasi selalu lama untuk mendapatkan token. padahal pembayaran berhasil tapi status di aplikasi tidak berubah.,2
Pelayanan lapangan masih belum sesuai dengan pusat .petugas lapangan terkadang laporan belum selesai laporan dibatalkan otomatis oleh petugas,2
masih lelet,2
"Tagihan iconnet sering terlambat baik di email atau di chat wa & bayar pakai apk dana sering ga update padahal udh lunas , jd berkali* ke kontak cs pun lama proses nya sampai kna isolir , komplain ke tukang service nya langsung malah cpt , tolong dong yg update pelayanan nya",2
"Lelet amat g kaya biasanya,transaksi token udh setengah jam belum beres2 padahal udh di transfer",2
"Aplikasi buruk, lemotnya minta ampun, transaksi sudah dibayar dan lunas, tapi diriwayat keteranganya masih menunggu pembayaran",2
"niat bikin aplikasi buat mempermudah sudah sangat bagus. cman apk nya sangat lemot, tolong bener2 diperhatikan. apk ini sangat bagus jika dijalankan dengan sungguh2",2
"aplikasi banyak promonya tapi susah,jadi lelet,",2
Laporan dan ticket gangguan gak bisa di feedback dan di reminder berkala tidak bisa interaksi dengan callcenter atau helpdesk terkait penanganan gangguan. Aplikasinya gak customer oriented.,2
"Beli token lama masuknya, mending pake tokopedia lebih cepat",2
"Permasalahan : - Login/daftar akun nya ribet amat - Pas mau daftar akun dan login pake via nomor hp sama email keterangan di aplikasi sudah terpakai, padahal baru download dan baru menggunakan aplikasi PLN mobile malah keterangan sudah terpakai - Link reset password nya ga jelas, ribet. Solusi : Kalo bisa pihak IT PLN mobile, tolong dong untuk via login atau daftar akunnya jangan di persulit, sering sering di pantau aplikasi nya siapa tau dan sering sering maintance juga biar aman",2
Apa-apaan app ini saya sudah bayar tapi tetap belum di proses malah masih menunggu pembayaran,2
"Kedua kalinya beli token saldo terpotong, namun tidak muncul token status menunggu pembayaran/belum lunas",2
Beberapa kali bayar pakai ovo. Saldo sudah kepotong tapi nomor kode nya ngga masuk,2
"Isi pulsa listrik, pembayaran berhasil tp token tidak muncul2, malah status belum dibayar",2
Tlg di bagusin aplikasinya .. Krn pengurusan harus serba online tp buffering nya lama bgt,2
"Beberapa kali melakukan transaksi pembelian token listrik pembayaran dgn link aja, status di linkaja berhasil tetapi di PLN mobile menunggu terus dan tidak keluar nomor token",2
"App sering lemot,",2
tolong di perbaikin sudah 2 kali beli token sudah berhasil di bayar tapi status ny masih menunggu pembayaran,2
mau pasang baru susah masuk ada tulisan gagal memuat lokasi saat menentukan titik,2
"Masih perlu perbaikan terus karna terlalu banyak error atau bug alias belum stabil. Sungguh sekelas PLN Perusahaan Besar di Indonesia kok kerjanya setengah-setengah, giliran uang maunya lebih cepat. Ketika pelanggan ada masalah slalu ada oknum-oknum nakal yg mempersulit di lapangan. Contoh yg buruk bagi masyarakat.",2
Biasa aja,2
Penanganan nya lama lah payah,2
"PLN Mobile nya sangat bagus, hanya market place nya pada gak amanah, barang pesanan pada gak dikirim, ngetrace nya susah barang ada dimana, mau komplen tidak bisa, sampe sekarang, barang yang saya beli belum dikirim. apakah penjual di market place nya bodong semua yah.. ???",2
"Kayaknya aplikasi belum siap launching deh..pesen kompor di aplikasi,dah bayar lunas tapi sampe 5 hari gak ada kabar apapun..bahkan untuk lacak barang uda sampai mana juga gak bisa.. Gtw dah itu kmn kompor..GAK JELAS!! Tolong belajar dr aplikasi market place lain dong.. Yang update kalo mau bikin aplikasi,jgn kayak aplikasi abal2.. Perusahaan besar tanpa pesaing gini masa gak bisa sih bayar orang biar bikin aplikasi yg bagus!",2
Beli token keburu mati listriknya sistem gangguan mulu ☹️ nyampe sekarang blm bisa2 😭😭,2
ga jelas.. baru juga di follow up laporan pengaduan sekali langsung laporan utama di batalkan krn alasan laporan berulang.. 🤦,2
Aplikasi mantap..... 👍👍👍,2
Sy mau tanya klo daftar iconet pake PLN mobile terus sudah bayar kira2 berapa hari y untuk pemasangan instalasinya,2
"Aplikasi cukup lambat untuk proses upload baca meter mandiri,perlu ditingkatkan",2
apk lemot n lola bangeettt..apalagi klo buat swaCAM alias baca mandiri..😪😪,2
Sedikit membantu,2
agak lem0t trnyata,2
"Biasanya pembayaran via mobile banking atau emoney lancar aja, mana akhir bulan. Tp token udah bunyi2. Status masih menunggu pembayaran padahal sudah di bayar. Bagaimana ini? Masa' harus nunggu 1x24 jam. Udah coba pusat bantuan tp ga bisa di klik. Sudah update aplikasi jg.",2
Di update mlh lemot Hrs berulang kali ngisi id pelanggan,2
"Tidak bisa lagi sampaikan pengaduan di aplikasi, selalu tertulis ada gangguan sehingga pengaduan tidak bisa diproses",2
Yang disesalkan pelayanan kurang ramah dan lelet,2
"Kak aq beli token 100 RB,sama 5rb, saya pakai apl PLN mobile , pembayaran lewat Briva brimo , pembayaran Briva sudah say transfer dan sukses ,dan dapat email juga kl transfer pembayaran Briva sukses , dan untuk melihat token listrik tersebut saya buka lagi apl PLN mobil , tpi kenapa keterangan d riwayat itu menunggu pembayaran, sedangkan saya jelas jelas sudah transfer dan berhasil ,gimn ini ,parah ,saldo saya sudah berkurang ,tapi tidak mendapatkan token yang sya beli , uang hilg,token g dpt😠",2
Hallo .. Aplikasi kenapa ya.. Saya beli token sudab bayar tapi ga ada notif apa apa,2
swa scam error terus. layanan gangguan terus..,2
Lemot banget ya Allah pln... Cm mo isi token aja looohhh....,2
RESPON APLIKASI LAMA!!!!,2
"Sekarang aplikasinya berjalan lambat, aplikasi lain tdk masalah",2
LAMBAT NOMOR TOKEN DI NOTIFIKASI,2
Sering eror stelah di upgrade. Apalagi klu pas catat meter. Angka yg di scan gk sesuai. Tetep aja ngisi manual,2
"Ini gimana mun saya udah ngisi token, tapi kok gak masuk2, mohon cepat diperbaiki. Ini udah mepet mau abis biasanya juga cepet langsung masuk",2
"Lemotttt,bru kmren kasi banting 5,malah skrang lemottt,udah transaksi udah transfer ,mlaha masi proses menunggu,sampek listrik padam dirumah",2
"Aplikasi nya cukup bagus, kalau melapor gangguan listrik padam ataupun ada tulisan "" periksa"" penanganan oleh petugas gangguan kadang susah harus menunggu lama",2
"Terakhir bulan april 2023 catat meter nya muncul harga yang harus dibayar di bulan depan. Sekarang catat meter di bulan mei 2023 tidak ada harga yg muncul. Kalo ada harga yang muncul kan enak, bisa dipersiapkan uang nya untuk bayar di bulan depan. Kenapa ini gak ada lagi muncul harga pemakaian listrik nya",2
aplikasi lemot banget,2
Kenapa jika sudah masuk ke pengaduan lalu permasalahan kWh trus id pelanggan tidak bisa masuk,2
Untuk mempermudah pelayanan kepada masyarakat pada saat pengisian token... No token seharusnya bisa langsung dikirim melalui WhatsApp atau no tlp. Agar mempermudah layanan. Terimakasih,2
Masih sering banyak bug,2
"Tidak user friendly, apk nya lemot",2
Aplikasi eror terus,2
kenapa setiap beli token dari PLN mobile walau pun udah di bayar tapi stts masih menunggu pembayaran,2
"Semakin lama semakin berat ini aplikasi, lambat dalam pengiriman..",2
"Aplikasinya masih kurang, sudah melakukan pembayaran token tetapi status masih menunggu pembayaran",2
Sinyal bagus tapi berasa berat untuk buka aplikasi. Loadingnya lama,2
"ID iconnet gagal log in,padahal untuk ID PLN nya bisa. Kok aneh??bisa dibantu kah??",2
"Copy idpel langsung masih juga belum bisa, perlu klik menu ubah data. Kelamaan. Pembayaran via bank 1.750. Mau upgrade profil yang muncul unggah ulang dokumen, di klik muncul lengkapi data. Lengkapi data di klik balik lagi ke menu unggah ulang dokumen. Gitu terus sampe listrik pln gratis. Bumn lo ini masa gini gini aja?",2
Kenapa sudah 2 bulan terakhir ini setiap download invoice file nya tidak bisa dibuka ya??,2
"Pengaduan gagal memasukkan token gmn sii,ribet",2
Unauthorized 401 error! Tidak bisa digunakan?,2
Respon wa iconnet sangat lambat,2
"Sering ada masalah,pelaporan susah,tagihan susah di bayar...",2
Coba dulu boss,2
"SDH seharusnya para pelanggan PLN mengenal dan dikenalkan dngan aplikasi PLN mobile,selain gampang untuk mengatur pamakaian perblnnya jg tau berapa pembayarannya di tiap blnnya",2
Kenapa beli Token Listrik di aplikasi resmi PLN masih ada biaya admin?,2
"Loading lama sekali, sangat menghambat transaksi",2
Apknya buruk setiap pengaduan kirim foto lgsng kembali ke menu awal,2
"Bolak balik gangguan internet, trouble dan sering bisa seharu lebih tidak bisa wifi an, alasannya jaringan maintenen nasional, harusnya bisa diperbaiki lagi, semangat PLN, pokok ojok korupsi eneh aaamiinn 🫰",2
Ups,2
Pelayanan team lapangan nya lama tidak ada Feed back,2
Adain apk buat jualan token,2
Laporan lambat di tanggapi...dan tidak ditindak lanjuti malah disuruh telpon ke no 123,2
bagus,2
iconnet sering hilang signal,2
Tolong percepat pergantian MCB yang dol,2
Keterangan pengaduan tiba tiba berubah menjadi di batalkan oleh pelanggan. Padahal kami tidak klik apapun. Aneh,2
Kenapa saldo saya 2 sudah terpotong tapi status pembayaran masih belum lunas?,2
"Tidak seimbang,.. tidak transparan, tidak jelas, contoh : beli sudah dapat token dan sudah masuk ke meteran tapi belum ada perubahan di notif/ pemberitahuan di app, ke.2 ada biaya susulan tapi diaplikasikan tidak tercantum,.. ada apa kah ini?, Ke.3 bagian lapangan atau petugas tidak memberitahu anda apa itu pelanggaran k2 dll,. Hallooo??",2
"Harga token masih mahal,kok bisa kalah sama harga sebelah, padahal langsung dari PLN gajelas",2
Sangat buruk hrs banyak yg di berbaiki,2
Aplikasinya lemot bgt,2
pengaduan mengenai listrik tolong di permudah,2
sayang skrg ada adms tiap transaksi .... berat lur sebulan beli token 5 x 1750,2
Sudah tertulis selesai padahal staff belum datang memeriksa. Dan pelayanan sangat lambat sampai berhari2.,2
"Kurangi lagi ah bintangnya, ternyata Harganya Lebih Mahal dari marketplace (karena tidak ada diskon) dan Sekarang Bayar diaplikasinya sudah kena biaya admin, masih saja cari celah buat nyari untung. Marketplace Bayar Pakai VA kok gratis ya..disini Pakai VA kena biaya",2
"Wifi sering gada jaringan, sering leg parah Mohon di perbaiki sistemnya",2
"Sisumut,bloksongo,kotapinang labuhan batu selatan listrik stiap hari kayak diskotik,stiap hari",2
"Apps nya masih kurang sempurna. Sudah taging lokasi di map kok masih isi provinsi, kabupaten.. kurang efisien jdnya. Trs kadang teknisi masih wa nanya lokasi. Apakah tidak terlihat taging lokasinya? Ya si gpp, cm kl pas gangguan malam dtlp sambil ngantuk2. Terus progres perbaikan nya kurang terlihat, estimasi waktu dan pic jg ga muncul. Tau2 kl sudah selesai saja. Terus kalau ada pemadaman masal knp ga muncul notif pemberitahuan di apps? Harusnya bisa di buat seperti itu",2
Sudah 7 jam pengaduan tapi belum ada petugas PLN yang datang....telpun 123 juga sudah...,2
"Daya 900 ko tdk ada ya,propinsi,kecamatan dan kelurahan tdk ada di prubahan daya,sy susah bener nih kl cek kwh nm nya titik2",2
Knpa kita tidak bisa brokil penguna jaringn yg tdk di ingin kan di wifi kita,2
"percuma ada apl ini pengaduan nya hri apa di jwab hri apa trus nelpon ke bgian pln 123 mhal bnget 4k pulsa belum ada 1 menit hbis, tolong la tingkat kan lagii pelayanan pln percuma ada apl ini ngadu apa2 lama bnget respon nya",2
"Udah di adain aplikasi tapi pelayan tahun ini lbih buruk, katanya PLN surplus listrik tp pemadaman tiap bulan terjadi, hari ini saja udah 2x pemadaman, gimana kali kita pakai kompor listrik, motor listrik dll, tambah nyusahin pastinya",2
"Awalnya seneng PLN punya aplikasi sebagus ini,tapi pas di coba aneh, masa mau pasang baru,mau nentuin lokasi aj sulit,""gagal memuat lokasi terus"" masa harus pake calo lagii.. apa itu....ah sudah lah",2
Buat pengaduan gk lama..langsung ditangani petugas.. Gk lama.. Penanganan selesai padahal petugas PLN nya blm ada yg datang... Apk gendeng....!!!,2
Setiap pengaduan perbaikan... Selalu dalam pengerjaan padahal perbaikan tidak di lakukan oleh petugas,2
"Tolong untuk verifikasi selfie KTP bisa di ubah jadi camera belakang, soalnya selfie camera saya buriq",2
kurang cpt,2
Kalau beli token tidak cepat dapan tokennya harus nunggu beberapa jam/komplain dlu lewat email baru di proses.,2
"Untuk area ulp citereup gunung putri,sering banget padam,hujan sedikit padam, kabel JTR sering putus, hari sdah 3 kali padam",2
Keluhana ttg pemadaman listrik blom selesai sdh batalkan alasan tidak jelas.,2
"Kecewa sih, saya mau pasang iconnet, pas cek lokasi di app ini tercover. Tapi pas di survei sama teknisinya ternyata enggak tercover areanya. Dan Saran aja, mending kaya indih***e, survei dulu, kalau oke, baru di bayar. Iconnet mah bayar dulu, baru survei, pas areanya gak tercover, kita harus ajuin refund dg banyak isian yg harus dilengkapi & harus menunggu 30Hari Kerja (diluar Sabtu Minggu). Ya duit gw jadi ngendap. Mau daftar provider lain, duitnya masih di tahan sama PLN... 😩",2
"Buat pengajuan tambah daya, pekerjaannya belum dikerjakan tapi di sistem statusnya sudah selesai",2
Terbaik,2
"Minta akses layanan lokasi melulu, ganggu banget. Kredensial nya apa coba minta terus akses lokasi.. Cukup sekali aja, setting muncul 1 minggu sekali untuk muncul bottom sheet nya.",2
lelet,2
"Makin kesini Aplikasi makin buruk,pembelian token belum keluar juga nomornya,tapi gopay udh kepotong👎👎👎👎",2
Kemana pembayaran link aja yg admin nya 550 kok di hapus.. Pembayaran lain mahal 1500 keatas adminnya..,2
metode pembayaran link aja kok sudah tidak ada dipln mobile,2
"Susah di download, sudah sampai 99% malah gagal",2
kurang memuaskan sudah 2 kali buat pengaduan tetapi tidak ada tindak lanjut nya,2
Jam 1 lewat 5 blum juga ada petugas skrang jam 1lwat 11. PNS PNS. Jumat 28 aplril PLN negri rajapolah,2
Kenapa akun saldo di blokir?,2
"Saya ngelapor tentang pemadaman listrik di daerah saya, tetapi pada history pengaduan terdapat keterangan di batalkan oleh pelanggan, padahal saya tidak ad membatalkan",2
"Secara aplikasi bagus, namun secara penanganan atas keluhan pelanggan tidak ada perbaikan nya.",2
"Top up saldo gimana woy... Gak ada celah, menu nya.. Apa ini hanya perantara saja.. Bayar di app lain, via pln mobile",2
sudah pembelian token lunas tapi status nya masih menunggu pembayaran tytydddd,2
Pembayaran berhasil no token tidak ada di apk menunggu pembayaran,2
"Min kode VA sudah terpotong tetapi di status notifikasi nya belum lunas, sebelumnya sudah report pada bantuan tapi respon nya lama keburu listrik nya padam duluan,",2
"Baru kali ini isi token saldo udh terpotong tapi token nya belom ada ini gimn si tolong dong di perbaiki lagi,kasian nanti yang lampu nya udh mati harus nunggu PLN nya dulu sedangkan rspon PLN nya lamaaaaa",2
"Proses pembayaran via VA lama, padahal saldo sudah terpotong tapi status masih menunggu pembayara . Sampai listrik mati blm terkonfirmasi pembayaran. Kirim pengaduan responnya juga lama.",2
Aplikasi ini msh kurang bagus secara ginerja nya,2
"Tidak terlalu bagus aplikasinya.. Lelet untuk pembelian token, saldo sudah terpotong tapi status masih menunggu pembayaran terus sdh komplain tetep aja lelet tidak ada tanggapan ujung²nya eror.. Di perbaiki lagi biar bintang nya bisa naik",2
Lama sekali verifikasi data nya..... sdh lebih 1 x 24 jam,2
"Proses transaksi gagal saldo terpotong , sudah report lebih dari 3 hari masih tidak ada saldo kembali mohon bantuan nya",2
Kok malah susah ya mo swacam skrg,2
"Tolong kasih tahu sama pencatat meteran di lapangan kalau konsumen sudah SwaCam catat meteran dan berhasil, tidak perlu lagi memfoto hasil swacam PLN Mobile oleh konsumen. PLN Mobile seolah tak berguna dan mengganggu konsumen yang sedang istirahat karena petugas catat memaksa memfoto hasil swacam karena tidak percaya hasil swacam sudah masuk.",2
"Aplikasi ribet, unuser friendly",2
"Minim penjelasan, upgrade susah, ah byk ribetnya drpd manfaatnya",2
Kok bisa ya nik kita subsidi sudah di pakai orang lain ??,2
"Aplikasi nya bagus, cuma untuk fitur pengaduannya tolong diperbaiki, kok bisa pengaduan nya bisa dibatalkan oleh sistem seolah2 pelanggan yang membatalkannya",2
"Sudah bberapa hari mau ajuin penambahan daya melalui aplikasi PLN Mobile tapi gak bisa. Selalu disuruh upgrade akun. Akun sudah di upgarde, email sdh terverifikasi tp tetap aja tdk bisa. Hmmmm mungkinkah aplikasinya belum siap untuk digunakan ??",2
Data di aplikasi sama di lapangan beda nih Tolong di benahi lagi Saya mau pasang IConnet di aplikasi tersedia pemasangan nya Tapi pas udha transaksi udah saya bayar Teknisi nya survei katanya jalur FAT nya gak ada di sana trus harus nunggu lama untuk pembangunan FAT Tolong di benahi lagi yaaa Ini sangat tidak menyenangkan Maaf kalau ada salah kata atau yang tidak menyenangkan,2
Kenapa saya tidak bisa mendownload nya? Saya butuh bantuan listrik saya mati tidak bisa dimasukkan pulsa,2
"Di RW saya aja yg padam listriknya, saya ngirim pengaduan, dan balasanya pemadaman meluas butuh 3jam perbaikan, padahal rw sebelah masih 1 desa listriknya nyala. Payah dan mengecewakan.",2
"Uda bayar..tapi masih lemotttt 10 mbps gw pasng,,,uda di benerin katanya lancar uda bisa ga lemotttt..nyampe sekrang masih aja...lelet lemotttt...",2
Laporan gangguan pelanggan listrik sering dibatalkan sama petugas Call center,2
Sekarang tidak bisa lihat riwayat transakasi pembelian pulsa.. Makin lama makin aneh aj,2
"Pada Tgl 130423 Saya Melakukan Pembelian Token , Tapi Setelah Saya Bayar, No Token Tidak Muncul padahal Saldo saya Dari LinkAja Sudah Terpotong & dan Sampai Sekarang belum kembali . Padahal Sudah Mengajukan keluhan Online . Tolonglah Bantuannya . Terimakasih",2
Saya mau si ulang token Token sudah dibeli tapi isi token setelah enter status *Gagal* terus Pengaduan telat respon,2
"Biaya admin malah lebih murah lewat aplikasi dana, dah gada guna lg install aplikasi ini",2
"Pemasangannya emg cepet tapi koneksinya ampun dah, mesti nunggu seminggu baru bsa konek dari pemasangan, itu pun baru sehari konek bsok nya udh gak konek lgi",2
"Saat pengaduan harus foto meteran 9 x Sdh ada gps lokasi masih harus isi alamat komplit,tdk ada histori pengaduan yg tersimpan",2
Sengaja aku banyak transaksi disini. Biar dapet banyak point. Lah ko tiba-tiba point aku ilang. Hadeuh... Malesin jadinya. Mending ke market place lain. Puguh2 suka banyak diskon.,2
"Semenjak ada promo murah. verifikasi no. Hp. Dengan kode otp gagal melulu, kodenya nggak nyampe2...",2
Membantu tp kenapa aplikasi PLN malah ada biaya admin malah lebih mahal dari pada aplikasi lainnya.,2
"Susah ah malah sinyalnya gak ada jika setiap hari pemadaman listrik di cibitung kabupaten bandung barat, tadinya pengen gak ribet ini malah ribet",2
Gangguan saat di download.,2
Kenapa yaa saya ga bisa melakukan pembayaran token listrik menggunakan metode pembayaran DANA.. Padahal ada pilihannya.,2
sekarabg2 sering error aplikasi nya ???,2
lebih simpel,2
Tim PLN Bangkinang law respon,2
Susah mau komplen soal token jg. Gk bs chat langsung kecuali lewat emai.,2
Sering gangguan,2
Sdh didellete,2
Awal download tanpa biaya tambahan Sekarang sudah ada biaya tambahan Saldo terpotong tapi token tidak muncul Sistem merespon komplain lama Keburu listrik padam Mohon tindak lanjut token tidak keluar setelah bayar direspon cepat. Thank,2
"Pembayaran pernah gagal sampai 2x,pembayaran feb akhir bulan..jadi merepotkan..untuk smntara kasih nilai bintang 2 dulu",2
"Pembelian token skarang kena admin, hadeuhhh...",2
Aplikasi belum andal.Menu (SIMPAN) untuk mengubah data tidak berfungsi,2
"Tujuan dan manfaat aplikasi ini memang bagus, tapi apalah daya kalau petugas lapangannya masih slow respon, kualitasnya masih semrawut. Tidak sinkron antara kecanggihan aplikasi dan petugasnya, daerah saya masih rutin terjadi pemadaman, padahal daerah yang cukup padat penduduk dan perkantoran",2
Petugas di lapangan kurang sigap 12 jam tidak ada ada penangan,2
Aplikasinya sangat bagus,2
Layanan pengadaan dari kantor PLN respon nya sangat lambat dan kurang cepat. Sehingga sering kehabisan token lebih dulu,2
Tidak bisa di isi token ..lampu merah berkedip ..layar ada tulisan ..gagal..setelah di cek salh satu angka,2
kenapa kok gagal pengajuan keluhan ya ?,2
Udah bbrapa hari gangguan terus... ga bisa pengaduan... coba lagi coba lagi...,2
Ini gimana pls aplikasi ya kok gak bisa buat scan batre pas mau swap,2
"""Sedang ada gangguan jaringan atau sistem... mohon coba kembali beberapa saat lagi..."" Tiap lagi butuh selalu aja gini. Susah amat ni apk...",2
"Perlu perawatan sistem yg lebih baik. Terlalu sering gangguan sistem Ganti baterai jadi terganggu. Error trs, rajin bgt errornya",2
Klo buat app sekalian yg bermanfaat.... Jangan hanya tanggung,2
"Sya baru mau download,aplikasi ini mudah2an membantu, karna tempat sya listrik rumah kemaren gx bisa di masukkan nomor token nya GAGAL,terus padahal udh bener masukinnya, terus minta SMa petugas PLN, untuk memperbaiki nya, apa bisa kita2 di aplikasi ini masalah seperti ini, sebab punya teman jga seperti itu, listrik nya gx bisa di isi pulsa mohon penjelasan,",2
aplikasi ini banyak kekurangan ..karena otp tidak bisa di kirim lewat wa....saya tinggal di dusun sinyal kurang ...coba di perbaiki agar otp bisa di kirim lewat whatshapp,2
"Aplikasi slow respon ketika beli token, hampir 1 jam nunggu baru ada notif ""transaksi berhasil"", padahal pake aplikasi lain slesai transaksi langsung dapat token..",2
"Padahal bagus nih aplikasi tapi sayang giliran beli token diaplikasi ini sdh hampir stgh jam gak muncul juga no tokennya,,status diaplikasi menunggu pembayaran,,padahal sudah dibayar hadeuhh",2
Pelayanan buruk! Jaringan selalu bermasalah! Tidak ada pihak yg mau membantu!,2
"Jangan donwload PLN MOBIL.udah saya donwload ga bisa"" untuk membatu.kirain bisa membatu Ter nyata ga bisa sama sekali",2
"Sering telat notif pembelian pulsa listrik, sehingga harus menunggu lama",2
Apk ini harusnya ada no call center nya biar klo ada pengaduan di apk keterangan nya sdh selesai padahal tuh petugas blm dtg,2
Cara isi saldo nya bagaimana?,2
